id_umkm,nama_umkm,kategori_umkm,lokasi,produk_utama,sumber_data,no_ulasan,ulasan_asli,ulasan_preprocessed,prediksi_sentimen,confidence_positif,confidence_negatif,aspek_kualitas,aspek_packaging,aspek_harga,aspek_pengiriman
R005,"Kopi Kami, Untuk Kamu",Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),7,"Mohon maaf saya berikan bintang 1. Pernah makan di sini dan pesanan datang lama sekali hampir 1 jam padahal di sana tidak banyak tamu. Mohon diperbaiki pelayanan nya, Tempat yang nyaman akan sia-sia jika masakan disajikan terlalu lama.",mohon maaf bintang makan pesan jam tidak tamu mohon baik layan nyaman sia sia masakan saji,Negative,0.0072,0.9928,False,True,False,True
R005,"Kopi Kami, Untuk Kamu",Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),8,"Harga tinggi, rasa rendah",harga rendah,Negative,0.2259,0.7741,True,False,True,False
R005,"Kopi Kami, Untuk Kamu",Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),9,Pelayanan perlu ditingkatkan lg.,layan tingkat lg,Negative,0.068,0.932,False,False,False,False
R005,"Kopi Kami, Untuk Kamu",Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),10,"Murah, enak, tempat duduk nyaman, ac. Di sini paling cocok. ",murah enak duduk nyaman ac cocok,Positive,0.9979,0.0021,False,True,True,False
R005,"Kopi Kami, Untuk Kamu",Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),11,Enak dan tdk mahal juga tempat nyaman,enak tdk mahal nyaman,Positive,0.4114,0.5886,False,True,True,False
R005,"Kopi Kami, Untuk Kamu",Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),12,"Makanannya ga ada yang fail. Enak2 semua. Minumnya oke, tempatnya enak banget buat kerja yang butuh fokus ekstra",makan ga fail enak minum oke tempat enak kerja butuh fokus ekstra,Positive,0.5608,0.4392,True,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),1,"Pertama kali kesini, langsung dijelaskan macam macam kopi. Lengkap untuk kopi nya, mau lokal maupun kopi Nusantara. Beli beans gratis giling.",kali kesini langsung kopi lengkap kopi lokal kopi nusantara beli beans gratis giling,Positive,0.2179,0.7821,False,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),2,"Pilihan biji kopi nya beragam dan harga sangat terjangkau, pemilik juga ramah",pilih biji kopi agam harga jangkau milik ramah,Positive,0.9783,0.0217,False,False,True,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),3,Tempat jual berbagai macam jenis kopi yang lumayan lengkap. Beans nya bisa minta digiling sekalian. Penjualnya ramah. Kopi nya juga enak dan fresh.,jual jenis kopi lumayan lengkap beans giling jual ramah kopi enak fresh,Positive,0.8756,0.1244,True,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),4,"Tempat jual kopi terdekat dan termurah dari rumah, sudah coba berbagai macam beans, tp blm pernah ketemu sama yang punya…",jual kopi dekat murah rumah coba beans blm ketemu,Positive,0.1114,0.8886,False,False,True,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),5,Saya minta giling halus malah dikasih kasar,giling halus kasih kasar,Negative,0.0895,0.9105,False,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),6,"Pilihan beragam, sebagai pecinta arabika, banyak opsi kopi enak dan mantap",pilih agam cinta arabika opsi kopi enak mantap,Positive,0.9918,0.0082,True,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),7,"Ownernya ramah banget, baru kesampean main ke kesini, menyediakan banyak variant kopi. Pembelian kali ini saya ambil robusta temanggung, robusta slamet, dan arabika ratamba. Sudah saya cicip enak semua, fresh gaes. Rekomendasi buat kalian yang suka nyeduh kopi dirumah bareng keluarga, dikantor, maupun sebagai gift ke seseorang.",ownernya ramah sampean main kesini sedia variant kopi beli kali ambil robusta tanggung robusta slamet arabika ratamba cicip enak fresh gaes rekomendasi suka nyeduh kopi rumah bareng keluarga kantor gift,Positive,0.7991,0.2009,False,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),8,"Mantaaapp..pilihan kopi banyak..karyawan toko (mas Nazal) ramah,sumeh seperti ownernya..",mantaaapp pilih kopi karyawan toko mas nazal ramah sumeh ownernya,Positive,0.6968,0.3032,False,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),9,"Tempat beli kopi mantap, enak, spesial pokoknya recomended beli kpi disini",beli kopi mantap enak spesial pokok recomended beli kpi,Positive,0.9847,0.0153,True,False,False,False
R006,Nakopi Roastery,Kuliner,Purwokerto Selatan,Biji Kopi dan minuman kopi pilihan,Google Maps (manual),10,Kualitas kopi nya top dan pelayanan nya ramah poll,kualitas kopi top layan ramah poll,Positive,0.9759,0.0241,True,False,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),1,"My personal experience here has always been good. Praketa nyaman banget untuk nugas. Ada colokan di setiap meja. Kalau kurang, bisa minta roll kabel tambahan. Pesan apapun juga free segelas air mineral. No bayar parkir, karena mereka juga menyediakan kartu parkir gratis. Daaaan, wifinya kenceng banget. Online meeting disini lancar jaya. Makanannya juga affordable. Paling suka ricebowl crispy chicken yang sambel matah atau ricebowl bakso sapi saus bbq. Intinya Praketa is my personal comfort place. The service is too good. I think I come here at least twice a month, except during holiday??",my personal experience here has always been good praketa nyaman nugas colok meja kurang roll kabel tambah pesan apa free gelas air mineral no bayar parkir sedia kartu parkir gratis daaaan wifinya kenceng online meeting lancar jaya makan affordable suka ricebowl crispy chicken sambel matah ricebowl bakso sapi saus bbq inti praketa is my personal comfort place the service is too good think come here at least twice month except during holiday,Positive,0.8784,0.1216,True,True,True,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),2,"Another cafe deket Unsoed yang aku rekomendasiin juga. Tempatnya kecil tapi nyaman kok, ada ruang indoor dan outdoornya. Parkiran luas, ada buku juga yang bisa dibaca sambil minum kopi",another cafe deket unsoed rekomendasiin tempat nyaman ruang indoor outdoornya parkir luas buku baca minum kopi,Positive,0.2186,0.7814,False,True,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),3,"mahall, pesanannya lama, kurang hemat untuk kaum mendang mending.",mahall pesan kurang hemat kaum dang mending,Negative,0.0011,0.9989,False,False,True,True
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),4,"Total 74rb praketa skrg downgrade bgt, Kentang berapa biji 15ribu, risol mayo 3biji 18rb, lemon tea cup ketcil 18rb, caffe latte 23rb, total 74ribu ini becanda apa gmn kaya nggelitik lidah doang. Mending ke coffe shop lain, bye praketa…",total rb praketa skrg downgrade kentang biji ribu risol mayo biji rb lemon tea cup ketcil rb caffe latte rb total ribu becanda gmn kaya nggelitik lidah doang mending coffe shop bye praketa,Negative,0.0173,0.9827,False,False,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),5,"Pelayanannya kurang ramah, terkesan maksa untuk semua order padahal pasti di order. But i think kan bisa aja sharing. Even emg mau mengingatkan coba pelan² mbaa...",layan kurang ramah kes maksa order order but think sharing even emg coba pelan mbaa,Negative,0.1152,0.8848,False,False,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),6,"Punten ya min, habis dapet pelayanan yang kurang mengenakan dr mba mba nya, kalau menawarkan bisa jgn terlalu maksa gitu, mengangu kenyaman sebagai customer, apa lg dengan nada bicara yang kurang humbel, terimaksi????",punten min habis dapet layan kurang kena dr mba mba tawar jgn maksa gitu mengangu kenyam customer lg nada bicara kurang humbel terimaksi,Negative,0.0003,0.9997,False,True,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),7,"Suasana ga kaya cafe tapi lebih ke warung, makanan ada yg enak ada yg ga enak. Pesen singkong goreng tapi singkongnya pahit. Pesen Ricebowl Baso enak. Harga worth lah di kelasnya.",suasana ga kaya cafe warung makan enak ga enak sen singkong goreng singkong pahit sen ricebowl baso enak harga worth kelas,Negative,0.0467,0.9533,False,False,True,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),8,"Kedai kopi ini tmpt nya kurang luas ,parkiran juga kurang luas ,rasa kopi nya juga cukupan ,tmpt bersih,pelayanan ramah",kedai kopi tmpt kurang luas parkir kurang luas kopi cukup tmpt bersih layan ramah,Negative,0.0445,0.9555,True,False,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),9,"Makanan enaak, pelayanannya oke, ramah dan sangat detail menjelaskan menu²nya.",makan enaak layan oke ramah detail menu nya,Positive,0.9494,0.0506,True,False,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),10,"Makanan dan minumannya enak, ada menu sehat buat yg lagi diet. Tempat cocok untuk me time dan nugas, banyak colokan, ada ruangan ber ac dan non ac, pelayanan ramah. Saya datang pas lagi hujan dikasih voucher promo 20%",makan minum enak menu sehat diet cocok me time nugas colok ruang ber ac non ac layan ramah pas hujan kasih voucher promo,Positive,0.6797,0.3203,False,False,True,True
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),11,"Tempatnya nyaman dengan suasananya ala vintage, harga makanan dan minumannya worth it untuk kantong mahasiswa dan pekerja.",tempat nyaman suasana ala vintage harga makan minum worth it kantong mahasiswa kerja,Positive,0.9502,0.0498,False,True,True,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),12,"Makanan, kopi, ambience enak bangett tapi sayang kurang customer loyalty nya. Buat tempat duduk kita masih diarahkan dan diatur seperti ""Untuk 2 orang bolehnya yang ini ya kak"" Dan itu bikin jadi gak nyaman si... pernah sekali memergoki cust memilih keluar dan pindah krn gak diperbolehkan duduk di kursi yg diinginkan. Seharusnya customer yg dateng pertama/duluan bebas memilih tempat.. Thanks",makan kopi ambience enak bangett sayang kurang customer loyalty duduk arah atur orang boleh kak bikin gak nyaman si pergok cust pilih pindah gak boleh duduk kursi customer dateng duluan bebas pilih thanks,Negative,0.1311,0.8689,False,True,False,False
R007,Praketa,Kuliner,Purwokerto Utara,"Kopi, minuman espresso based, makanan ringan, dan menu kafe",Google Maps (manual),13,Okelah.. singkongnya ok banget... Kopi Wamena nya jossssnya pooolll... tempe Mendoaannya garing garing...,oke singkong ok kopi wamena jossssnya pooolll tempe doa garing garing,Negative,0.9695,0.0305,True,False,False,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),1,"Toko batik langganan saat pulkam, koleksi lengkap, showroom luas, ber AC dan bersih, bikin betah lama² browsing batik. Pelayanan sat set, ramah daj helpful.",toko batik langgan pulkam koleksi lengkap showroom luas ber ac bersih bikin betah lama browsing batik layan sat set ramah daj helpful,Positive,0.9529,0.0471,False,False,False,True
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),2,"Batik khas Banyumas, tersedia banyak pilihan, mulai dari yang mahal dengan model batik hasil lukis tangan, sampai yang murah hasil batik stample. Meskipun toko batik khas Banyumas, namun menjual juga beberapa batik khas dari luar daerah seperti kain lurik (surjan), dll.",batik khas banyumas sedia pilih mahal model batik hasil lukis tangan murah hasil batik stample toko batik khas banyumas jual batik khas daerah kain lurik surjan dll,Positive,0.6672,0.3328,False,False,True,True
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),3,"Pilihan motif batik yg sangat variatif, harga yg terjangkau bahkan dengan layanan yg ramah parkir yg mudah baik untuk roda 2 atau empat.",pilih motif batik variatif harga jangkau layan ramah parkir mudah roda,Positive,0.9926,0.0074,False,False,True,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),4,"Motif, corak, kain dan modelnya cakep2 semua.. bisa liat proses pembuatannya langsung.. harganya jg sesuai.. Batik Hadipriyanto, Banyumas banget",motif corak kain model cakep liat proses buat langsung harga sesuai batik hadipriyanto banyumas,Positive,0.9748,0.0252,True,False,True,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),5,Butik Batik asli Banyumas. Tersedia kain dan busana pria dan wanita jadi. Sayangnya koleksi kurang lengkap. Untuk batik tulis selembar kain seharga ratusan hingga jutaan rupiah.,butik batik asli banyumas sedia kain busana pria wanita sayang koleksi kurang lengkap batik tulis lembar kain harga ratus juta rupiah,Positive,0.3274,0.6726,True,False,True,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),6,Bagus nyaman banyak pilihan motif batiknya,bagus nyaman pilih motif batik,Positive,0.9973,0.0027,True,True,False,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),7,Batiknya banyak pilihan. Pemesanan bisa juga melalui WA untuk mengecek ketersediaannya. Pembayaran juga dapat dilakukan secara non tunai.,batik pilih mesan wa ecek sedia bayar non tunai,Positive,0.3096,0.6904,False,False,True,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),8,Produk batiknya lengkap dan harga terjangkau,produk batik lengkap harga jangkau,Positive,0.9961,0.0039,True,False,True,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),9,Keren dan berkualitas,keren kualitas,Positive,0.9996,0.0004,True,False,False,False
R008,Batik Hadipriyanto,Fashion,Banyumas,"Batik, kain, pakaian, dan suvenir berbahan kain",Google Maps (manual),10,"Tempat yang bagus untuk membeli batik, tetapi ada masalah dengan AC di toko tersebut.",bagus beli batik ac toko,Positive,0.9157,0.0843,True,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),1,Banyak ilmu yang bisa digali disini,ilmu gali,Positive,0.4208,0.5792,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),2,"Sanggar seni tari, karawitan dan dalang. Pemilik sangat ramah. Pelatihnya lulusan ISi Jogja. Tempatnya lumayan sejuk. Melestarikan budaya bangsa terutama Banyumasan",sanggar seni tari karawitan dalang milik ramah latih lulus isi jogja tempat lumayan sejuk lestari budaya bangsa banyumasan,Positive,0.8763,0.1237,True,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),3,"Tempat yang cocok untuk mempelajari Gamelan, baik dari proses pembuatan sampai cara memainkanya. Rekomendasi untuk wisata edukasi di Banyumas",cocok ajar gamelan proses buat memainkanya rekomendasi wisata edukasi banyumas,Positive,0.839,0.161,False,False,False,True
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),4,"Sanggar dan Pendopo untuk mengembangkan bakat seni khususnya Jawa karawitan, tari dll yang tepat. Sayangnya tempat parkir amat susah dan repot.",sanggar pendopo kembang bakat seni jawa karawitan tari dll sayang parkir susah repot,Positive,0.0625,0.9375,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),5,"Sanggar seni di Banyumas, ada kelas pedalangan, karawitan, dan juga tari. Lokasinya dekat alun alun Banyumas, cocok untuk yg berminat belajar kesenian daerah Jawa Tengah, atau sekedar mampir saat berwisata.",sanggar seni banyumas kelas dalang karawitan tari lokasi alun alun banyumas cocok minat ajar seni daerah jawa dar mampir wisata,Positive,0.4253,0.5747,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),6,"Tempat bagus dan bisa menambah ilmu pengetahuan tentang seni karawitan, dalang dan seni tari.",bagus tambah ilmu tahu seni karawitan dalang seni tari,Positive,0.9805,0.0195,True,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),7,Oemah Gamelan merupakan salah satu Aset Wisata Desa Pakunden yang juga bisa membuka lapangan pekerjaan orang-orang sekitarnya dan melahirkan seniman baru seperti para penabuh dan calon-calon Dalang.,oemah gamelan salah aset wisata desa pakunden buka lapang kerja orang orang lahir seniman tabuh calon calon dalang,Positive,0.0563,0.9437,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),8,Yang jelas sudah pasti bisa buat mengembangkan bakat seni untuk semua kalangan....terutama seni budaya gamelan jawa.,kembang bakat seni kalang seni budaya gamelan jawa,Positive,0.4708,0.5292,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),9,Gamelannya luar biasa... manthab oemah gamelan...,gamelan manthab oemah gamelan,Positive,0.4208,0.5792,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),10,"Tempatnya bikin betah,,tempat belajar gending jawa...",tempat bikin betah ajar gending jawa,Positive,0.3059,0.6941,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),11,empat edukasi gamelan terlengkap di banyumas,edukasi gamelan lengkap banyumas,Positive,0.9661,0.0339,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),12,pelayanannya baik dan ramahhh,layan ramahhh,Positive,0.2561,0.7439,False,False,False,False
R009,Oemah Gamelan Pekunden,Kerajinan,"Pekunden, Kec. Banyumas","Pusat produksi dan kerajinan alat musik gamelan Jawa tradisional. Merupakan UMKM kriya unggulan di Desa Wisata Pekunden, Banyumas.",Google Maps (manual),13,Tempatnya bagus,tempat bagus,Positive,0.9892,0.0108,True,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),1,"Green housenya sangat luas, ada berbagai jenis tanaman sayur, pemiliknya/pengelolanya ramah dan informatif",green housenya luas jenis tanam sayur milik kelola ramah informatif,Positive,0.8706,0.1294,True,True,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),2,"Sayurannya fresh,dan ada berrbagai macam jenis sayuran sehat....Heathy Fresh....benar"" fresh,bisa belanja dan petik sendiri sayurannya Wisata belanja sayuran sehat....",sayur fresh berrbagai jenis sayur sehat heathy fresh fresh belanja petik sayur wisata belanja sayur sehat,Positive,0.5931,0.4069,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),3,"Menyediakan sayuran hidroponik. Sehat, fresh dan bersih. Fasilitas lengkap dan bisa berkunjung. Menyediakan juga peralatan Hidroponik seperti Nutrisi, Rockwool dan benih. Yuk ke Healthy Fresh.",sedia sayur hidroponik sehat fresh bersih fasilitas lengkap kunjung sedia alat hidroponik nutrisi rockwool benih yuk healthy fresh,Positive,0.6976,0.3024,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),4,Luar biasa melihat kesuburan daunnya saja sudah membuat terfana..,subur daun fana,Positive,0.5612,0.4388,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),5,Pas kesini.. pas lagi tidak tanam.. Smoga segera mulai tanam lagi.. aamiin,pas kesini pas tidak tanam smoga tanam aamiin,Negative,0.3471,0.6529,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),6,"Hidroponik farm paling besar di Banyumas, dengan kualitas sayur super bagus",hidroponik farm banyumas kualitas sayur super bagus,Positive,0.9999,0.0001,True,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),7,Karena semua sayur sayurannya fres dan segar,sayur sayur fres segar,Positive,0.8608,0.1392,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),8,Hijauu segarr sedapp.kalo.dimasak,hijauu segarr sedapp kalo masak,Positive,0.2986,0.7014,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),9,Unigue ! Another option for spending on Sundays.,unigue another option for spending on sundays,Positive,0.8609,0.1391,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),10,Segerrrrrr bgt,segerrrrrr,Positive,0.4208,0.5792,False,False,False,False
R010,Healthy Fresh Hidroponik,Pertanian,"Banjarsari Wetan, Kec. Sumbang",UMKM agribisnis lokal yang fokus pada produksi dan penjualan sayuran hidroponik segar berskala industri rumahan.,Google Maps (manual),11,sangat segar,segar,Positive,0.8608,0.1392,False,False,False,False
R011,Dekranasda Banyumas,Kerajinan,Purwokerto,Produk kerajinan UMKM,Google Maps (manual),1,Produk kerajinannya lengkap & harga terjangkau,produk rajin lengkap harga jangkau,Positive,0.9951,0.0049,True,False,True,False
R011,Dekranasda Banyumas,Kerajinan,Purwokerto,Produk kerajinan UMKM,Google Maps (manual),2,Tempat menyenangkan ramah sejuk walaupun ditengah kota,senang ramah sejuk tengah kota,Positive,0.9162,0.0838,False,False,False,False
R011,Dekranasda Banyumas,Kerajinan,Purwokerto,Produk kerajinan UMKM,Google Maps (manual),3,di pusat kota purwokerto,pusat kota purwokerto,Positive,0.201,0.799,True,False,False,False
R011,Dekranasda Banyumas,Kerajinan,Purwokerto,Produk kerajinan UMKM,Google Maps (manual),4,seru banyak barang kerajinan khas banyumas,seru barang rajin khas banyumas,Positive,0.768,0.232,True,False,False,False
R012,Sekar Jagad Batik,Fashion,Purwokerto,pakaian batik,Google Maps (manual),1,"Tempat mudah dijangkau, parkiran luas, banyak model dengan kwalitas dan harga bermacam macam dan tempat nyaman untuk memilih dan berbelanja batik.",mudah jangkau parkir luas model kwalitas harga nyaman pilih belanja batik,Positive,0.9916,0.0084,False,True,True,False
R012,Sekar Jagad Batik,Fashion,Purwokerto,pakaian batik,Google Maps (manual),2,Di teras ada meja kursi buat bapa bapa yang antar mamak mamak belanja. Tapi sayang nggak disediain asbak.,teras meja kursi bapa bapa mamak mamak belanja sayang nggak ain asbak,Positive,0.1237,0.8763,False,False,False,False
R012,Sekar Jagad Batik,Fashion,Purwokerto,pakaian batik,Google Maps (manual),3,"Pelayanan ramah, koleksi cantik dan harga yg juga ramah di kantong.",layan ramah koleksi cantik harga ramah kantong,Positive,0.9986,0.0014,False,False,True,False
R012,Sekar Jagad Batik,Fashion,Purwokerto,pakaian batik,Google Maps (manual),4,Pilihan batik berkualitas dan harganya tidak terlalu mahal ,pilih batik kualitas harga tidak mahal,Positive,0.1473,0.8527,True,False,True,False
R012,Sekar Jagad Batik,Fashion,Purwokerto,pakaian batik,Google Maps (manual),5,"AC nya kayanya kl ada tamu ga dinyalain , jadi agak panas untuk pelayanan oke punya, koleksi baju juga bagus2",ac kaya kl tamu ga dinyalain panas layan oke koleksi baju bagus,Negative,0.3694,0.6306,True,False,False,False
